,COD,Chlorophyll,Cl-,Conductivity,DO,Elevation,NH4+-N,NO3--N,Temperature,Turbidity,pH,velocity,ID,mutated,AIC,AUC,BIC,CCI,K,Kappa,N,SSE,Sn,Sp,TSS,threshold,rank,generation
30,0,2.961 4.418 5.159 14.927,0,0,0,0,0,0,0,3.367 3.952 41.008 82.527,0,0,11,False,9.000402700391735,0.3895089285714286,38.29993394225637,0.4666666666666667,8.0,0.0,120.0,63.335582654101046,0.0,1.0,0.0,1.0,,0
31,0,3.866 4.498 8.428 25.183,0,94.867 146.974 298.001 298.617,2.208 4.387 6.884 8.861,0,0,0,20.839 24.666 28.874 29.238,0.358 2.317 40.296 53.749,7.583 7.889 8.200 8.350,0.354 0.371 0.379 0.569,14,False,65.5283876794345,0.5,134.0497687978973,0.4666666666666667,28.0,0.0,120.0,64.0,0.0,1.0,0.0,0.5,,0
32,0,1.208 3.924 6.396 7.490,0,0,6.835 7.169 8.481 10.144,0,0.023 0.064 0.176 1.231,0.247 0.255 0.418 0.466,21.592 24.671 25.768 30.798,0,0,0.219 0.229 0.275 0.475,15,False,52.31381278064907,0.5,114.8998018267691,0.4666666666666667,24.0,0.0,120.0,64.0,0.0,1.0,0.0,0.5,,0
33,12.430 14.500 22.422 42.082,0.731 3.463 9.435 12.471,1.133 3.281 40.240 50.008,92.565 103.743 124.617 632.570,0,0,0,0,0,4.615 4.851 10.340 57.147,7.689 7.696 8.014 8.399,0,17,False,52.29738435413013,0.4642857142857143,114.8998018267691,0.4666666666666667,24.0,0.0,120.0,64.52787471824406,0.0,1.0,0.0,0.75,,0
34,13.860 14.963 39.341 46.087,5.211 5.326 10.229 12.108,2.432 3.191 19.422 28.797,147.713 200.587 202.456 396.023,0,0,0,0,19.792 22.267 25.028 32.086,0,0,0.164 0.311 0.355 0.867,21,False,52.31381278064907,0.5,114.8998018267691,0.4666666666666667,24.0,0.0,120.0,64.0,0.0,1.0,0.0,0.5,,0
35,6.770 21.231 28.926 48.612,0.767 3.890 5.317 10.557,1.972 2.211 25.765 51.107,156.961 195.969 604.259 730.441,0,0,0.038 0.072 0.349 0.418,0,21.222 22.527 27.708 30.292,0.809 1.519 29.868 59.173,0,0,22,False,65.50874738944808,0.41824776785714285,134.0497687978973,0.4666666666666667,28.0,0.0,120.0,64.63158533375967,0.0,1.0,0.0,0.8,,0
36,0,3.759 4.134 7.836 19.896,1.299 2.266 8.726 30.768,80.720 156.010 425.497 584.940,4.547 4.819 8.228 9.202,0,0,0.245 0.255 0.290 0.824,20.008 24.988 25.599 29.090,3.149 3.544 52.542 68.333,0,0,23,False,65.50305150354177,0.4443359375,134.0497687978973,0.4666666666666667,28.0,0.0,120.0,64.8159147570149,0.0,1.0,0.0,0.775,,0
37,10.709 13.573 18.074 18.271,2.865 4.287 4.821 5.278,0,0,0,11.215 64.075 89.839 151.802,0,0.246 0.251 0.272 0.922,21.214 25.012 27.782 29.637,2.551 5.067 16.460 71.000,7.655 7.892 8.083 8.468,0,26,False,65.52779499414291,0.48214285714285715,134.0497687978973,0.4666666666666667,28.0,0.0,120.0,64.01896873981553,0.0,1.0,0.0,0.5499999999999999,,0
38,16.328 19.277 21.073 40.469,1.845 2.861 13.839 24.472,3.325 3.693 11.547 35.914,0,4.655 8.223 10.267 10.307,61.400 80.551 340.401 789.402,0.032 0.090 0.179 0.583,0.254 0.281 0.295 0.359,0,1.883 3.134 3.419 9.030,7.469 7.603 7.745 8.099,0,28,False,95.77861937544932,0.5,172.34970274015365,0.4666666666666667,36.0,0.0,120.0,64.0,0.0,1.0,0.0,0.5,,0
39,10.083 20.205 22.017 51.760,0,0.966 3.200 8.631 48.304,91.318 163.098 625.326 719.481,6.262 6.844 7.903 8.748,52.814 65.303 121.804 143.621,0.077 0.094 0.646 0.727,0.243 0.290 0.406 0.790,21.127 26.833 27.132 29.809,1.075 2.803 4.754 8.036,6.854 7.047 7.262 7.778,0.099 0.133 0.377 0.876,29,False,132.48223383328065,0.5,210.64963668241,0.4666666666666667,44.0,0.0,120.0,64.0,0.0,1.0,0.0,0.5,,0
40,13.255 20.429 21.104 31.012,1.800 2.562 4.337 22.902,0,0,2.944 5.641 8.504 9.829,0,0.067 0.074 0.146 0.184,0,23.361 24.297 26.757 30.880,2.720 4.765 37.792 79.668,0,0.081 0.210 0.580 0.590,30,False,65.55817488323876,0.49720982142857145,134.0497687978973,0.4666666666666667,28.0,0.0,120.0,63.05387258981322,0.0,1.0,0.0,0.775,,0
41,17.431 21.121 25.150 33.617,0,0,0,0,43.172 65.667 127.235 954.029,0,0.244 0.270 0.848 0.885,0,3.893 4.095 35.317 35.724,0,0.041 0.187 0.226 0.258,33,False,40.16708231812914,0.5,95.74983485564091,0.4666666666666667,20.0,0.0,120.0,64.0,0.0,1.0,0.0,0.5,,0
42,0,0,1.963 1.964 13.599 37.816,87.401 140.284 180.537 499.041,2.867 7.292 8.089 10.392,11.070 33.782 752.199 1072.262,0.051 0.075 0.597 0.731,0,0,3.531 4.327 11.415 53.452,6.760 7.440 7.602 8.417,0.028 0.333 0.391 0.488,34,False,79.93690741189715,0.4732142857142857,153.19973576902547,0.4666666666666667,32.0,0.0,120.0,64.68163602530943,0.0,1.0,0.0,0.8,,0
43,12.301 19.095 21.751 42.553,4.998 5.612 18.515 21.790,1.898 3.199 30.605 33.938,152.838 159.534 216.017 218.314,4.180 7.490 7.973 8.948,5.798 89.107 151.052 579.054,0,0.276 0.288 0.513 0.775,0,0,7.228 7.246 7.821 8.729,0.086 0.207 0.418 0.804,37,False,95.77861937544932,0.5,172.34970274015365,0.4666666666666667,36.0,0.0,120.0,64.0,0.0,1.0,0.0,0.5,,0
44,11.483 17.196 19.753 22.821,3.863 3.885 3.894 4.605,0,172.982 179.861 421.347 703.804,2.198 2.285 8.097 9.531,0,0,0.236 0.237 0.545 0.819,0,0,0,0.145 0.239 0.368 0.839,38,False,52.31865000393179,0.4896763392857143,114.8998018267691,0.4666666666666667,24.0,0.0,120.0,63.845395893963925,0.0,1.0,0.0,0.6000000000000001,,0
45,5.297 21.811 28.917 38.149,0,2.024 2.890 2.971 23.112,44.358 58.155 113.418 641.366,6.850 7.583 7.963 9.576,0,0.021 0.035 0.371 0.409,0.265 0.278 0.470 0.833,0,2.136 2.368 50.189 82.250,0,0.021 0.150 0.639 0.962,40,False,79.95397573369755,0.48800223214285715,153.19973576902547,0.4666666666666667,32.0,0.0,120.0,64.13198129317216,0.0,1.0,0.0,0.775,,0
46,0,0,1.051 2.384 15.142 27.948,0,0,0,0,0,0,0,6.990 7.412 7.518 8.250,0.079 0.388 0.644 0.782,43,False,18.587334533339085,0.4215959821428572,57.44990091338455,0.4666666666666667,12.0,0.0,120.0,64.34612138988223,0.0,1.0,0.0,1.0,,0
47,0,2.042 3.188 6.341 11.383,3.044 3.730 41.684 51.301,42.428 44.152 259.945 650.753,5.319 7.835 8.212 10.151,19.764 114.120 367.767 370.428,0.033 0.075 0.802 1.000,0,0,0,6.792 7.038 7.928 8.661,0.132 0.215 0.329 0.442,44,False,79.96827557827456,0.49386160714285715,153.19973576902547,0.4666666666666667,32.0,0.0,120.0,63.675077968809305,0.0,1.0,0.0,0.85,,0
48,0,2.784 4.076 6.986 11.919,0.773 2.240 22.473 22.981,66.667 72.709 246.104 603.207,0,0,0,0.239 0.256 0.422 0.506,0,0,0,0,49,False,28.91930654354856,0.4497767857142857,76.59986788451273,0.4666666666666667,16.0,0.0,120.0,65.43932825925337,0.0,1.0,0.0,1.0,,0
49,10.070 12.402 22.411 51.060,0,0,59.625 146.006 191.937 430.209,0,0,0,0,21.450 21.672 27.196 29.489,3.223 3.715 23.475 43.402,0,0,42,False,29.01842521617628,0.47419084821428575,76.59986788451273,0.4666666666666667,16.0,-0.023454157782516038,120.0,62.275250955848655,0.171875,0.8035714285714286,-0.024553571428571397,0.1,,0
