,COD,Chlorophyll,Cl-,Conductivity,DO,Elevation,NH4+-N,NO3--N,Temperature,Turbidity,pH,velocity,ID,mutated,AIC,AUC,BIC,CCI,K,Kappa,N,SSE,Sn,Sp,TSS,threshold,rank
0,7.060 13.653 41.271 72.615,0,0,0,0,0,0,0,19.040 19.040 26.688 32.220,0,0,0,3419,True,10.11258558790075,0.65234375,38.29993394225637,0.7,8.0,0.4078947368421052,120.0,36.319538773983936,0.59375,0.8214285714285714,0.4151785714285714,0.7000000000000001,
1,3.455 15.029 19.611 22.045,0,0,0,0,3.000 4.209 178.632 437.486,0,0,19.178 21.808 23.980 32.220,0,0,0,3474,True,19.71844963824276,0.6827566964285714,57.44990091338455,0.7,12.0,0.4078947368421052,120.0,36.55138599922555,0.59375,0.8214285714285714,0.4151785714285714,0.30000000000000004,
2,7.060 13.653 41.271 72.615,0,0,0,0,0,0,0,19.040 19.040 26.688 32.220,0,0,0,3419,True,10.11258558790075,0.65234375,38.29993394225637,0.7,8.0,0.4078947368421052,120.0,36.319538773983936,0.59375,0.8214285714285714,0.4151785714285714,0.7000000000000001,
3,7.060 13.653 41.271 72.615,0,0,0,0,0,0,0,19.040 19.040 26.688 32.220,0,0,0,3535,True,10.11258558790075,0.65234375,38.29993394225637,0.7,8.0,0.4078947368421052,120.0,36.319538773983936,0.59375,0.8214285714285714,0.4151785714285714,0.7000000000000001,
4,7.060 13.653 41.271 72.615,0,0,0,0,0,0,0,19.040 19.040 26.688 32.220,0,0,0,3542,True,10.11258558790075,0.65234375,38.29993394225637,0.7,8.0,0.4078947368421052,120.0,36.319538773983936,0.59375,0.8214285714285714,0.4151785714285714,0.7000000000000001,
5,3.455 15.029 19.611 22.045,0,0,0,0,53.164 113.193 485.379 1006.841,0,0,10.075 19.040 23.980 42.588,0,0,0,1537,True,20.01272097486071,0.6866629464285714,57.44990091338455,0.7,12.0,0.4065934065934065,120.0,31.550310731677076,0.609375,0.8035714285714286,0.4129464285714286,0.45,
6,3.455 15.029 19.611 22.045,0,0,0,0,53.164 113.193 485.379 1006.841,0,0,10.075 19.040 23.980 42.588,0,0,0,1537,True,20.01272097486071,0.6866629464285714,57.44990091338455,0.7,12.0,0.4065934065934065,120.0,31.550310731677076,0.609375,0.8035714285714286,0.4129464285714286,0.45,
7,3.455 15.029 19.611 22.045,0,0,0,0,53.164 113.193 485.379 1006.841,0,0,10.075 19.040 23.980 42.588,0,0,0,1537,True,20.01272097486071,0.6866629464285714,57.44990091338455,0.7,12.0,0.4065934065934065,120.0,31.550310731677076,0.609375,0.8035714285714286,0.4129464285714286,0.45,
8,3.455 15.029 19.611 22.045,0,0,0,0,53.164 113.193 485.379 1006.841,0,0,10.075 19.040 23.980 42.588,0,0,0,1537,True,20.01272097486071,0.6866629464285714,57.44990091338455,0.7,12.0,0.4065934065934065,120.0,31.550310731677076,0.609375,0.8035714285714286,0.4129464285714286,0.45,
9,3.455 15.029 19.611 22.045,0,0,0,0,53.164 113.193 485.379 1006.841,0,0,10.075 19.040 23.980 42.588,0,0,0,1537,True,20.01272097486071,0.6866629464285714,57.44990091338455,0.7,12.0,0.4065934065934065,120.0,31.550310731677076,0.609375,0.8035714285714286,0.4129464285714286,0.45,
10,7.060 13.653 41.271 72.615,0,0,0,0,0,0,0,19.040 19.040 26.119 32.220,0,0,0,3490,True,10.149313790572897,0.6498325892857143,38.29993394225637,0.6666666666666666,8.0,0.34065934065934056,120.0,35.65864997101974,0.578125,0.7678571428571429,0.3459821428571428,0.55,
11,6.460 8.214 15.505 43.927,0,0,0,0,12.678 93.335 127.326 1075.000,0,0,19.040 19.040 26.974 31.483,0,0,0,3375,True,19.50982590862781,0.6534598214285714,57.44990091338455,0.65,12.0,0.31965442764578844,120.0,40.57008494155403,0.4375,0.8928571428571429,0.3303571428571428,0.45,
12,3.455 15.029 19.611 22.045,0.773 2.631 11.025 15.211,0,0,0,3.000 153.155 366.323 635.101,0,0,19.040 19.310 23.980 32.220,0,0,0,3499,True,29.518963983943113,0.6926618303571428,76.59986788451273,0.6583333333333333,16.0,0.32491767288693735,120.0,48.48695084781811,0.5625,0.7678571428571429,0.3303571428571428,0.1,
13,3.455 15.029 19.611 22.045,0,0,0,0,0,0,0,0,0.633 1.242 1.588 21.884,0,0,3516,True,10.003498357484212,0.6629464285714286,38.29993394225637,0.65,8.0,0.3181818181818182,120.0,38.355558932129085,0.453125,0.875,0.328125,0.45,
14,3.455 15.029 19.611 22.045,0,0,0,0,0,0,0,0,0.633 1.242 1.588 21.884,0,0,3516,True,10.003498357484212,0.6629464285714286,38.29993394225637,0.65,8.0,0.3181818181818182,120.0,38.355558932129085,0.453125,0.875,0.328125,0.45,
15,11.956 15.029 56.253 59.155,0,0,0,0,0,0,0,0,0.633 1.242 1.588 21.884,0,0,3530,True,10.003498357484212,0.6629464285714286,38.29993394225637,0.65,8.0,0.3181818181818182,120.0,38.355558932129085,0.453125,0.875,0.328125,0.45,
16,3.455 15.029 19.611 22.045,0,0,0,0,53.164 113.193 485.379 1006.841,0,0,10.075 19.040 23.980 42.588,0,0,0,3220,True,19.528818084415043,0.6570870535714286,57.44990091338455,0.65,12.0,0.30616740088105737,120.0,40.186651290286164,0.578125,0.7321428571428571,0.3102678571428572,0.17500000000000002,
17,3.455 15.029 19.611 22.045,0,0,0,0,53.164 113.193 485.379 1006.841,0,0,10.075 19.040 23.980 42.588,0,0,0,3220,True,19.528818084415043,0.6570870535714286,57.44990091338455,0.65,12.0,0.30616740088105737,120.0,40.186651290286164,0.578125,0.7321428571428571,0.3102678571428572,0.17500000000000002,
18,3.455 15.029 19.611 22.045,0,0,0,0,53.164 113.193 485.379 1006.841,0,0,10.075 19.040 23.980 42.588,0,0,0,3389,True,19.013048460879034,0.6238839285714286,57.44990091338455,0.6333333333333333,12.0,0.28416485900216915,120.0,52.00915156826593,0.453125,0.8392857142857143,0.2924107142857144,0.1,
19,3.455 15.029 19.611 22.045,0,0,0,0,53.164 113.193 485.379 1006.841,0,0,10.075 19.040 23.980 42.588,0,0,0,3389,True,19.013048460879034,0.6238839285714286,57.44990091338455,0.6333333333333333,12.0,0.28416485900216915,120.0,52.00915156826593,0.453125,0.8392857142857143,0.2924107142857144,0.1,
20,3.455 15.029 19.611 22.045,0,0,0,0,53.164 113.193 485.379 1006.841,0,0,10.075 19.040 23.980 42.588,0,0,0,3389,True,19.013048460879034,0.6238839285714286,57.44990091338455,0.6333333333333333,12.0,0.28416485900216915,120.0,52.00915156826593,0.453125,0.8392857142857143,0.2924107142857144,0.1,
