,COD,Chlorophyll,Cl-,Conductivity,DO,Elevation,NH4+-N,NO3--N,Temperature,Turbidity,pH,velocity,ID,mutated,AIC,AUC,BIC,CCI,K,Kappa,N,SSE,Sn,Sp,TSS,threshold,rank
0,12.013 25.870 32.908 78.875,0,0,0,0,4.849 5.625 377.219 1075.000,0,0,19.040 19.040 23.980 38.352,0,0,0,1537,True,20.01272097486071,0.6866629464285714,57.44990091338455,0.7,12.0,0.4065934065934065,120.0,31.550310731677076,0.609375,0.8035714285714286,0.4129464285714286,0.45,
1,12.013 25.870 32.908 78.875,0,0,0,0,4.849 5.625 377.219 1075.000,0,0,19.040 19.040 23.980 38.352,0,0,0,1537,True,20.01272097486071,0.6866629464285714,57.44990091338455,0.7,12.0,0.4065934065934065,120.0,31.550310731677076,0.609375,0.8035714285714286,0.4129464285714286,0.45,
2,12.013 25.870 32.908 78.875,0,0,0,0,4.849 5.625 377.219 1075.000,0,0,19.040 19.040 23.980 38.352,0,0,0,1537,True,20.01272097486071,0.6866629464285714,57.44990091338455,0.7,12.0,0.4065934065934065,120.0,31.550310731677076,0.609375,0.8035714285714286,0.4129464285714286,0.45,
3,12.013 25.870 32.908 78.875,0,0,0,0,4.849 5.625 377.219 1075.000,0,0,19.040 19.040 23.980 38.352,0,0,0,1537,True,20.01272097486071,0.6866629464285714,57.44990091338455,0.7,12.0,0.4065934065934065,120.0,31.550310731677076,0.609375,0.8035714285714286,0.4129464285714286,0.45,
4,12.013 25.870 32.908 78.875,0,0,0,0,4.849 5.625 377.219 1075.000,0,0,19.040 19.040 23.980 38.352,0,0,0,1970,True,19.532964784289554,0.6692243303571429,57.44990091338455,0.6916666666666667,12.0,0.38264738598442716,120.0,40.10341661647508,0.6875,0.6964285714285714,0.3839285714285714,0.1,
5,12.013 25.870 32.908 78.875,0,0,0,0,7.770 90.953 678.878 982.028,0,0,19.040 22.376 23.047 32.220,0,0,0,1849,True,19.796418892309234,0.6743861607142858,57.44990091338455,0.675,12.0,0.35359116022099457,120.0,35.1538618200332,0.625,0.7321428571428571,0.3571428571428572,0.25,
6,12.013 25.870 32.908 78.875,0,0,0,0,40.142 322.657 721.279 1333.261,0,0,13.798 27.689 30.109 32.220,0.710 0.880 45.960 82.757,0,0,1711,True,29.353884152875207,0.6628069196428572,76.59986788451273,0.6666666666666666,16.0,0.34497816593886454,120.0,52.65886616464673,0.53125,0.8214285714285714,0.3526785714285714,0.025,
7,12.013 25.870 32.908 78.875,0,0,0,0,40.142 322.657 721.279 1333.261,0,0,13.798 27.689 30.109 32.220,0.710 0.880 45.960 82.757,0,0,1711,True,29.353884152875207,0.6628069196428572,76.59986788451273,0.6666666666666666,16.0,0.34497816593886454,120.0,52.65886616464673,0.53125,0.8214285714285714,0.3526785714285714,0.025,
8,12.013 25.870 32.908 78.875,0,0,0,0,40.142 322.657 721.279 1333.261,0,0,13.798 27.689 30.109 32.220,0.710 0.880 45.960 82.757,0,0,1711,True,29.353884152875207,0.6628069196428572,76.59986788451273,0.6666666666666666,16.0,0.34497816593886454,120.0,52.65886616464673,0.53125,0.8214285714285714,0.3526785714285714,0.025,
9,12.013 25.870 32.908 78.875,0,0,0,0,3.080 5.625 377.219 1075.000,0,0,19.040 27.003 27.082 30.244,0,0,0,1903,True,19.277680930445428,0.6794084821428572,57.44990091338455,0.675,12.0,0.3478260869565218,120.0,45.56334064690863,0.6875,0.6607142857142857,0.3482142857142856,0.0,
10,12.013 25.870 32.908 78.875,0,0,0,0,3.080 5.625 377.219 1075.000,0,0,19.040 27.003 27.082 30.244,0,0,0,1903,True,19.277680930445428,0.6794084821428572,57.44990091338455,0.675,12.0,0.3478260869565218,120.0,45.56334064690863,0.6875,0.6607142857142857,0.3482142857142856,0.0,
11,12.013 25.870 32.908 78.875,0,0,0,0,7.770 7.890 678.878 982.028,0,0,12.540 19.040 29.753 32.220,0.470 3.354 13.356 13.828,0,0,1999,True,29.58667436630206,0.6467633928571428,76.59986788451273,0.6583333333333333,16.0,0.3174250832408435,120.0,46.87289215305875,0.640625,0.6785714285714286,0.3191964285714286,0.05,
12,12.013 25.870 32.908 78.875,0,1.337 2.599 13.454 42.996,0,0,4.849 5.625 377.219 1075.000,0,0,0,0.710 0.880 45.960 92.419,0,0,1990,True,29.59611360881926,0.6064453125,76.59986788451273,0.6416666666666667,16.0,0.29353778751369125,120.0,46.65219107721878,0.53125,0.7678571428571429,0.2991071428571428,0.2,
13,12.013 25.870 32.908 78.875,0,0,0,0,4.849 5.625 377.219 1075.000,0,0,19.040 19.040 23.980 38.352,0.710 0.880 45.960 82.757,0,0,1966,True,29.89473380024516,0.6388113839285715,76.59986788451273,0.6416666666666667,16.0,0.2872928176795581,120.0,40.181624892758634,0.59375,0.6964285714285714,0.2901785714285714,0.2,
14,12.013 25.870 32.908 78.875,0,0,0,0,7.770 90.953 678.878 982.028,0,0,19.040 23.361 30.551 32.220,0.710 0.880 39.878 82.757,0,0,2000,True,29.578682979684537,0.6177455357142857,76.59986788451273,0.6416666666666667,16.0,0.28253615127919923,120.0,47.06055652956315,0.640625,0.6428571428571429,0.2834821428571428,0.05,
15,12.013 25.870 32.908 78.875,0,0,0,0,3.080 5.625 377.219 1075.000,0,0,19.040 26.903 29.268 31.697,0,0,0,2004,True,19.38485145709411,0.6431361607142856,57.44990091338455,0.6333333333333333,12.0,0.27472527472527464,120.0,43.1860789455463,0.546875,0.7321428571428571,0.2790178571428572,0.15000000000000002,
