,COD,Chlorophyll,Cl-,Conductivity,DO,Elevation,NH4+-N,NO3--N,Temperature,Turbidity,pH,velocity,ID,mutated,AIC,AUC,BIC,CCI,K,Kappa,N,SSE,Sn,Sp,TSS,threshold,rank
0,4.565 6.420 12.299 36.573,4.396 11.453 24.113 36.074,0.296 8.426 39.319 41.362,0,0,80.020 103.208 755.659 903.349,0,0.134 0.184 0.648 1.190,13.189 21.760 28.442 28.628,0,0,0,634,True,53.03393315311112,0.7265624999999999,114.8998018267691,0.7083333333333334,24.0,0.4147157190635452,120.0,44.64859755686996,0.71875,0.6964285714285714,0.4151785714285714,0.0,
1,4.565 6.420 12.299 36.573,4.396 11.453 24.113 36.074,0.296 8.426 39.319 41.362,0,0,80.020 103.208 755.659 903.349,0,0.134 0.184 0.648 1.190,13.189 21.760 28.442 28.628,0,0,0,634,True,53.03393315311112,0.7265624999999999,114.8998018267691,0.7083333333333334,24.0,0.4147157190635452,120.0,44.64859755686996,0.71875,0.6964285714285714,0.4151785714285714,0.0,
2,0,1.701 1.832 4.655 6.232,1.726 2.687 4.258 55.840,0,0,3.000 4.677 17.152 903.349,0.020 0.073 0.984 1.260,0,20.248 22.981 24.996 26.536,0,0,0,924,True,40.649436842355286,0.6808035714285715,95.74983485564091,0.675,20.0,0.36893203883495157,120.0,50.28494968234769,0.453125,0.9285714285714286,0.3816964285714286,0.0,
3,4.565 6.420 12.299 36.573,0,0,0,0,7.152 27.027 201.560 903.349,0.029 0.082 1.171 1.230,0,13.307 24.174 26.433 33.173,0,0,0,686,True,29.609649981875748,0.6524832589285714,76.59986788451273,0.65,16.0,0.30155210643015534,120.0,46.3375064693828,0.625,0.6785714285714286,0.3035714285714286,0.05,
4,4.565 6.420 12.299 36.573,0,0,0,0,7.152 27.027 201.560 903.349,0.029 0.082 1.171 1.230,0,13.307 24.174 26.433 33.173,0,0,0,686,True,29.609649981875748,0.6524832589285714,76.59986788451273,0.65,16.0,0.30155210643015534,120.0,46.3375064693828,0.625,0.6785714285714286,0.3035714285714286,0.05,
5,4.565 6.420 12.299 36.573,4.396 11.453 24.113 36.074,0.296 8.426 39.319 41.362,0,0,80.020 103.208 755.659 903.349,0.322 0.954 1.186 1.790,0.134 0.184 0.648 1.190,13.189 21.760 28.442 28.628,0,0,0,561,True,66.13489518465687,0.6595982142857142,134.0497687978973,0.6416666666666667,28.0,0.29353778751369125,120.0,47.258348716703594,0.53125,0.7678571428571429,0.2991071428571428,0.025,
6,4.565 6.420 12.299 36.573,4.396 11.453 24.113 36.074,0.296 8.426 39.319 41.362,0,0,80.020 103.208 755.659 903.349,0.322 0.954 1.186 1.790,0.134 0.184 0.648 1.190,13.189 21.760 28.442 28.628,0,0,0,561,True,66.13489518465687,0.6595982142857142,134.0497687978973,0.6416666666666667,28.0,0.29353778751369125,120.0,47.258348716703594,0.53125,0.7678571428571429,0.2991071428571428,0.025,
7,4.565 6.420 12.299 36.573,4.396 11.453 24.113 36.074,0,0,0,0,0.322 0.954 1.186 1.790,0.134 0.184 0.648 1.190,13.189 21.760 28.442 28.628,0,0,0,720,True,40.51227476494082,0.6413225446428572,95.74983485564091,0.6333333333333333,20.0,0.27472527472527464,120.0,53.85454816658276,0.546875,0.7321428571428571,0.2790178571428572,0.0,
8,4.565 6.420 12.299 36.573,4.396 11.453 24.113 36.074,0,0,0,0,0.322 0.954 1.186 1.790,0.134 0.184 0.648 1.190,13.189 21.760 28.442 28.628,0,0,0,720,True,40.51227476494082,0.6413225446428572,95.74983485564091,0.6333333333333333,20.0,0.27472527472527464,120.0,53.85454816658276,0.546875,0.7321428571428571,0.2790178571428572,0.0,
9,4.565 6.420 12.299 36.573,4.396 11.453 24.113 36.074,0,0,0,0,0.322 0.954 1.186 1.790,0.134 0.184 0.648 1.190,13.189 21.760 28.442 28.628,0,0,0,720,True,40.51227476494082,0.6413225446428572,95.74983485564091,0.6333333333333333,20.0,0.27472527472527464,120.0,53.85454816658276,0.546875,0.7321428571428571,0.2790178571428572,0.0,
