,COD,Chlorophyll,Cl-,Conductivity,DO,Elevation,NH4+-N,NO3--N,Temperature,Turbidity,pH,velocity,ID,mutated,AIC,AUC,BIC,CCI,K,Kappa,N,SSE,Sn,Sp,TSS,threshold,rank
0,4.364 5.322 28.746 60.023,1.199 2.318 13.326 24.045,1.138 2.017 9.700 40.074,0,0,3.000 27.027 201.560 903.349,0,0.230 0.543 0.620 0.941,21.426 24.174 26.433 27.356,0,0,0,634,True,53.03393315311112,0.7265624999999999,114.8998018267691,0.7083333333333334,24.0,0.4147157190635452,120.0,44.64859755686996,0.71875,0.6964285714285714,0.4151785714285714,0.0,
1,4.364 5.322 28.746 60.023,1.199 2.318 13.326 24.045,1.138 2.017 9.700 40.074,0,0,3.000 27.027 201.560 903.349,0.028 0.073 1.237 1.256,0.230 0.543 0.620 0.941,21.426 24.174 26.433 27.356,0,0,0,618,True,66.08966950064146,0.6782924107142857,134.0497687978973,0.6583333333333333,28.0,0.32491767288693735,120.0,48.33916843737698,0.5625,0.7678571428571429,0.3303571428571428,0.0,
2,4.364 5.322 28.746 60.023,1.199 2.318 13.326 24.045,1.138 2.017 9.700 40.074,85.368 113.497 610.201 700.992,0,3.000 27.027 201.560 903.349,0.028 0.073 1.237 1.256,0.230 0.543 0.620 0.941,21.426 24.174 26.433 27.356,0,0,0,638,True,80.43900887720662,0.6562499999999999,153.19973576902547,0.6416666666666667,32.0,0.29815016322089233,120.0,50.32120686355148,0.484375,0.8214285714285714,0.3058035714285714,0.0,
3,4.364 5.322 28.746 60.023,1.199 2.318 13.326 18.591,1.138 2.040 6.728 40.074,0,0,3.000 27.027 217.153 903.349,0.028 0.073 1.237 1.256,0.230 0.249 0.611 0.747,21.426 24.174 26.433 27.356,0,0,0,562,True,66.13489518465687,0.6595982142857142,134.0497687978973,0.6416666666666667,28.0,0.29353778751369125,120.0,47.258348716703594,0.53125,0.7678571428571429,0.2991071428571428,0.025,
4,4.364 5.322 28.746 60.023,1.199 2.318 13.326 18.591,1.138 2.040 6.728 40.074,0,0,3.000 27.027 217.153 903.349,0.028 0.073 1.237 1.256,0.230 0.249 0.611 0.747,21.426 24.174 26.433 27.356,0,0,0,562,True,66.13489518465687,0.6595982142857142,134.0497687978973,0.6416666666666667,28.0,0.29353778751369125,120.0,47.258348716703594,0.53125,0.7678571428571429,0.2991071428571428,0.025,
5,4.364 5.322 28.746 60.023,1.199 2.318 13.326 24.045,1.138 2.017 9.700 40.074,0,0,3.000 27.027 201.560 903.349,0.028 0.073 1.237 1.256,0.230 0.543 0.620 0.941,21.426 24.174 26.433 27.356,0,0,0,561,True,66.13489518465687,0.6595982142857142,134.0497687978973,0.6416666666666667,28.0,0.29353778751369125,120.0,47.258348716703594,0.53125,0.7678571428571429,0.2991071428571428,0.025,
6,4.364 5.322 28.746 60.023,1.199 2.318 13.326 24.045,1.138 2.017 9.700 40.074,0,0,3.000 27.027 201.560 903.349,0.028 0.073 1.237 1.256,0.230 0.543 0.620 0.941,21.426 24.174 26.433 27.356,0,0,0,561,True,66.13489518465687,0.6595982142857142,134.0497687978973,0.6416666666666667,28.0,0.29353778751369125,120.0,47.258348716703594,0.53125,0.7678571428571429,0.2991071428571428,0.025,
7,4.364 5.322 28.746 60.023,1.199 2.318 13.326 24.045,1.138 2.017 9.700 40.074,0,0,3.000 27.027 201.560 903.349,0.028 0.073 1.237 1.256,0.230 0.543 0.620 0.941,21.426 24.174 26.433 27.356,0,0,0,561,True,66.13489518465687,0.6595982142857142,134.0497687978973,0.6416666666666667,28.0,0.29353778751369125,120.0,47.258348716703594,0.53125,0.7678571428571429,0.2991071428571428,0.025,
8,4.364 5.322 28.746 60.023,2.174 2.601 3.096 6.232,1.726 3.086 37.231 77.643,79.390 175.211 250.482 540.421,0,3.000 27.027 746.209 903.349,0.020 0.034 1.260 1.260,0.230 0.474 0.592 0.749,0,0,0,0,444,True,65.74671239365614,0.6046316964285714,134.0497687978973,0.6,28.0,0.23404255319148937,120.0,57.381429680426265,0.28125,0.9642857142857143,0.2455357142857144,0.1,
9,38.703 47.831 79.695 82.224,3.153 4.489 5.872 21.791,0.877 32.310 36.763 72.627,0,3.991 8.631 9.489 14.582,0,0,0,24.813 25.007 28.701 44.974,0,0,0,342,True,40.69389967975579,0.6079799107142857,95.74983485564091,0.6083333333333333,20.0,0.23783783783783777,120.0,49.179378651918384,0.40625,0.8392857142857143,0.2455357142857144,0.1,
