,sample,X_x,Y_x,date_x,taxon,HSI,RSI,X_y,Y_y,date_y,abundance,prediction,observation
0,0,679191,9961529,-100000000000000.0,Baetidae,0.12317130144767142,1.0,679191,9961529,-100000000000000.0,1,0.12317130144767142,1
12,1,650382,9814851,-100000000000000.0,Baetidae,1.0,1.0,650382,9814851,-100000000000000.0,3,1.0,1
24,2,679454,9970238,-100000000000000.0,Baetidae,0.14754991367873058,1.0,679454,9970238,-100000000000000.0,3,0.14754991367873058,1
36,3,698343,9826923,-100000000000000.0,Baetidae,0.01807245587048467,1.0,698343,9826923,-100000000000000.0,5,0.01807245587048467,1
48,4,662025,9811606,-100000000000000.0,Baetidae,1.0,1.0,662025,9811606,-100000000000000.0,8,1.0,1
60,5,679191,9961529,-100000000000000.0,Baetidae,0.12317130144767142,1.0,679191,9961529,-100000000000000.0,1,0.12317130144767142,1
72,6,642033,9886348,-100000000000000.0,Baetidae,0.2440253497628559,1.0,642033,9886348,-100000000000000.0,7,0.2440253497628559,1
84,7,685948,9764845,-100000000000000.0,Baetidae,0.33342572397758746,1.0,685948,9764845,-100000000000000.0,1,0.33342572397758746,1
96,8,688300,9781411,-100000000000000.0,Baetidae,0.5134734016116893,1.0,688300,9781411,-100000000000000.0,4,0.5134734016116893,1
108,9,638001,9827048,-100000000000000.0,Baetidae,0.18527481689098244,1.0,638001,9827048,-100000000000000.0,1,0.18527481689098244,1
120,10,634440,9899731,-100000000000000.0,Baetidae,0.06925701584145373,1.0,634440,9899731,-100000000000000.0,3,0.06925701584145373,1
132,11,705744,9802662,-100000000000000.0,Baetidae,0.0013415462162881169,1.0,705744,9802662,-100000000000000.0,2,0.0013415462162881169,1
144,12,687108,9857931,-100000000000000.0,Baetidae,0.042423368317407846,1.0,687108,9857931,-100000000000000.0,17,0.042423368317407846,1
156,13,660135,9951898,-100000000000000.0,Baetidae,0.11295263112052693,1.0,660135,9951898,-100000000000000.0,1,0.11295263112052693,1
168,14,638001,9827048,-100000000000000.0,Baetidae,0.18527481689098244,1.0,638001,9827048,-100000000000000.0,1,0.18527481689098244,1
180,15,675727,9859882,-100000000000000.0,Baetidae,0.05574321566049294,1.0,675727,9859882,-100000000000000.0,1,0.05574321566049294,1
192,16,671143,9840716,-100000000000000.0,Baetidae,0.05581088149047857,1.0,671143,9840716,-100000000000000.0,62,0.05581088149047857,1
204,17,688228,9782851,-100000000000000.0,Baetidae,0.270604532275402,1.0,688228,9782851,-100000000000000.0,16,0.270604532275402,1
216,18,652784,9903098,-100000000000000.0,Baetidae,1.0,1.0,652784,9903098,-100000000000000.0,15,1.0,1
227,19,660727,9947422,-100000000000000.0,Baetidae,0.1406211485326185,1.0,660727,9947422,-100000000000000.0,1,0.1406211485326185,1
239,20,703765,9803864,-100000000000000.0,Baetidae,0.008980878481768389,1.0,703765,9803864,-100000000000000.0,2,0.008980878481768389,1
251,21,633405,9898770,-100000000000000.0,Baetidae,0.08126831693465077,1.0,633405,9898770,-100000000000000.0,1,0.08126831693465077,1
263,22,612711,9810720,-100000000000000.0,Baetidae,1.0,1.0,612711,9810720,-100000000000000.0,1,1.0,1
274,23,630387,9886688,-100000000000000.0,Baetidae,0.5523464902319247,1.0,630387,9886688,-100000000000000.0,43,0.5523464902319247,1
286,24,660135,9951898,-100000000000000.0,Baetidae,0.11295263112052693,1.0,660135,9951898,-100000000000000.0,1,0.11295263112052693,1
298,25,682196,9762955,-100000000000000.0,Baetidae,0.04346594300320621,1.0,682196,9762955,-100000000000000.0,11,0.04346594300320621,1
310,26,585079,9823896,-100000000000000.0,Baetidae,0.0033697971845830176,1.0,585079,9823896,-100000000000000.0,10,0.0033697971845830176,1
322,27,681018,9957318,-100000000000000.0,Baetidae,0.20871902779596277,1.0,681018,9957318,-100000000000000.0,3,0.20871902779596277,1
334,28,645126,9885371,-100000000000000.0,Baetidae,0.8294472869947194,1.0,645126,9885371,-100000000000000.0,6,0.8294472869947194,1
346,29,641521,9829716,-100000000000000.0,Baetidae,1.0,1.0,641521,9829716,-100000000000000.0,25,1.0,1
358,30,646789,9911341,-100000000000000.0,Baetidae,0.34507915016195007,1.0,646789,9911341,-100000000000000.0,10,0.34507915016195007,1
370,31,638001,9827048,-100000000000000.0,Baetidae,0.18527481689098244,1.0,638001,9827048,-100000000000000.0,1,0.18527481689098244,1
382,32,630387,9886688,-100000000000000.0,Baetidae,0.5523464902319247,1.0,630387,9886688,-100000000000000.0,43,0.5523464902319247,1
394,33,675727,9859882,-100000000000000.0,Baetidae,0.05574321566049294,1.0,675727,9859882,-100000000000000.0,1,0.05574321566049294,1
406,34,673369,9944638,-100000000000000.0,Baetidae,0.060024267985852815,1.0,673369,9944638,-100000000000000.0,2,0.060024267985852815,1
418,35,649233,9901117,-100000000000000.0,Baetidae,1.0,1.0,649233,9901117,-100000000000000.0,2,1.0,1
429,36,639402,9898006,-100000000000000.0,Baetidae,0.30403770439923217,1.0,639402,9898006,-100000000000000.0,14,0.30403770439923217,1
441,37,645126,9885371,-100000000000000.0,Baetidae,0.8294472869947194,1.0,645126,9885371,-100000000000000.0,6,0.8294472869947194,1
453,38,714146,9759451,-100000000000000.0,Baetidae,0.09932763319828004,1.0,714146,9759451,-100000000000000.0,12,0.09932763319828004,1
465,39,660727,9947422,-100000000000000.0,Baetidae,0.1406211485326185,1.0,660727,9947422,-100000000000000.0,1,0.1406211485326185,1
477,40,656469,9907062,-100000000000000.0,Baetidae,1.0,1.0,656469,9907062,-100000000000000.0,2,1.0,1
488,41,641692,9902226,-100000000000000.0,Baetidae,0.2802626162658057,1.0,641692,9902226,-100000000000000.0,8,0.2802626162658057,1
500,42,660135,9951898,-100000000000000.0,Baetidae,0.11295263112052693,1.0,660135,9951898,-100000000000000.0,1,0.11295263112052693,1
512,43,679784,9868025,-100000000000000.0,Baetidae,0.06670269000330313,1.0,679784,9868025,-100000000000000.0,3,0.06670269000330313,1
524,44,639402,9898006,-100000000000000.0,Baetidae,0.30403770439923217,1.0,639402,9898006,-100000000000000.0,14,0.30403770439923217,1
536,45,703346,9804948,-100000000000000.0,Baetidae,0.018874347923925384,1.0,703346,9804948,-100000000000000.0,3,0.018874347923925384,1
548,46,694230,9819688,-100000000000000.0,Baetidae,0.042423368317407846,1.0,694230,9819688,-100000000000000.0,3,0.042423368317407846,1
560,47,703765,9803864,-100000000000000.0,Baetidae,0.008980878481768389,1.0,703765,9803864,-100000000000000.0,2,0.008980878481768389,1
572,48,673369,9944638,-100000000000000.0,Baetidae,0.060024267985852815,1.0,673369,9944638,-100000000000000.0,2,0.060024267985852815,1
584,49,654406,9903081,-100000000000000.0,Baetidae,1.0,1.0,654406,9903081,-100000000000000.0,18,1.0,1
595,50,642033,9886348,-100000000000000.0,Baetidae,0.2440253497628559,1.0,642033,9886348,-100000000000000.0,7,0.2440253497628559,1
607,51,708507,9756366,-100000000000000.0,Baetidae,0.042423368317407846,1.0,708507,9756366,-100000000000000.0,3,0.042423368317407846,1
619,52,674793,9756336,-100000000000000.0,Baetidae,0.4320275972520164,1.0,674793,9756336,-100000000000000.0,2,0.4320275972520164,1
631,53,660727,9947422,-100000000000000.0,Baetidae,0.1406211485326185,1.0,660727,9947422,-100000000000000.0,1,0.1406211485326185,1
643,54,708507,9756366,-100000000000000.0,Baetidae,0.042423368317407846,1.0,708507,9756366,-100000000000000.0,3,0.042423368317407846,1
655,55,642033,9886348,-100000000000000.0,Baetidae,0.2440253497628559,1.0,642033,9886348,-100000000000000.0,7,0.2440253497628559,1
667,56,655786,9905816,-100000000000000.0,Baetidae,1.0,1.0,655786,9905816,-100000000000000.0,5,1.0,1
678,57,644904,9907968,-100000000000000.0,Baetidae,0.30403770439923217,1.0,644904,9907968,-100000000000000.0,1,0.30403770439923217,1
690,58,655325,9911206,-100000000000000.0,Baetidae,1.0,1.0,655325,9911206,-100000000000000.0,1,1.0,1
701,59,690578,9802304,-100000000000000.0,Baetidae,0.08996724867139566,1.0,690578,9802304,-100000000000000.0,2,0.08996724867139566,1
713,60,654406,9903081,-100000000000000.0,Baetidae,1.0,1.0,654406,9903081,-100000000000000.0,18,1.0,1
724,61,688300,9781411,-100000000000000.0,Baetidae,0.5134734016116893,1.0,688300,9781411,-100000000000000.0,4,0.5134734016116893,1
736,62,612711,9810720,-100000000000000.0,Baetidae,1.0,1.0,612711,9810720,-100000000000000.0,1,1.0,1
747,63,714146,9759451,-100000000000000.0,Baetidae,0.09932763319828004,1.0,714146,9759451,-100000000000000.0,12,0.09932763319828004,1
759,64,704692,9826022,-100000000000000.0,Baetidae,0.006571465973783745,1.0,704692,9826022,-100000000000000.0,0,0.006571465973783745,0
771,65,655357,9911902,-100000000000000.0,Baetidae,1.0,1.0,655357,9911902,-100000000000000.0,0,1.0,0
782,66,642612,9903353,-100000000000000.0,Baetidae,0.30403770439923217,1.0,642612,9903353,-100000000000000.0,0,0.30403770439923217,0
794,67,704692,9826022,-100000000000000.0,Baetidae,0.006571465973783745,1.0,704692,9826022,-100000000000000.0,0,0.006571465973783745,0
806,68,586175,9801104,-100000000000000.0,Baetidae,0.9781141572287513,1.0,586175,9801104,-100000000000000.0,0,0.9781141572287513,0
818,69,639213,9900945,-100000000000000.0,Baetidae,0.07147425032026337,1.0,639213,9900945,-100000000000000.0,0,0.07147425032026337,0
830,70,584703,9819470,-100000000000000.0,Baetidae,0.0,1.0,584703,9819470,-100000000000000.0,0,0.0,0
842,71,639139,9901583,-100000000000000.0,Baetidae,0.12466537873489138,1.0,639139,9901583,-100000000000000.0,0,0.12466537873489138,0
854,72,677242,9944586,-100000000000000.0,Baetidae,0.055540708482446965,1.0,677242,9944586,-100000000000000.0,0,0.055540708482446965,0
866,73,648585,9885921,-100000000000000.0,Baetidae,0.10401817663775775,1.0,648585,9885921,-100000000000000.0,0,0.10401817663775775,0
878,74,584703,9819470,-100000000000000.0,Baetidae,0.0,1.0,584703,9819470,-100000000000000.0,0,0.0,0
890,75,635599,9901614,-100000000000000.0,Baetidae,0.07742484019134725,1.0,635599,9901614,-100000000000000.0,0,0.07742484019134725,0
902,76,704692,9826022,-100000000000000.0,Baetidae,0.006571465973783745,1.0,704692,9826022,-100000000000000.0,0,0.006571465973783745,0
914,77,683690,9763520,-100000000000000.0,Baetidae,0.4563449589068351,1.0,683690,9763520,-100000000000000.0,0,0.4563449589068351,0
926,78,688888,9767770,-100000000000000.0,Baetidae,0.26433755643842183,1.0,688888,9767770,-100000000000000.0,0,0.26433755643842183,0
