,sample,X_x,Y_x,date_x,taxon,HSI,RSI,X_y,Y_y,date_y,abundance,prediction,observation
0,0,679191,9961529,-100000000000000.0,Baetidae,0.42701872298937754,1.0,679191,9961529,-100000000000000.0,1,0.42701872298937754,1
12,1,650382,9814851,-100000000000000.0,Baetidae,0.0657506917749381,1.0,650382,9814851,-100000000000000.0,3,0.0657506917749381,1
24,2,679454,9970238,-100000000000000.0,Baetidae,0.36413504634331645,1.0,679454,9970238,-100000000000000.0,3,0.36413504634331645,1
36,3,698343,9826923,-100000000000000.0,Baetidae,0.02485790436506521,1.0,698343,9826923,-100000000000000.0,5,0.02485790436506521,1
48,4,662025,9811606,-100000000000000.0,Baetidae,0.0881078807957524,1.0,662025,9811606,-100000000000000.0,8,0.0881078807957524,1
60,5,679191,9961529,-100000000000000.0,Baetidae,0.42701872298937754,1.0,679191,9961529,-100000000000000.0,1,0.42701872298937754,1
72,6,642033,9886348,-100000000000000.0,Baetidae,0.17444190596678655,1.0,642033,9886348,-100000000000000.0,7,0.17444190596678655,1
84,7,685948,9764845,-100000000000000.0,Baetidae,0.19451443306531427,1.0,685948,9764845,-100000000000000.0,1,0.19451443306531427,1
96,8,688300,9781411,-100000000000000.0,Baetidae,0.16778017860974742,1.0,688300,9781411,-100000000000000.0,4,0.16778017860974742,1
108,9,638001,9827048,-100000000000000.0,Baetidae,0.11266413305009138,1.0,638001,9827048,-100000000000000.0,1,0.11266413305009138,1
120,10,634440,9899731,-100000000000000.0,Baetidae,0.06396703490896982,1.0,634440,9899731,-100000000000000.0,3,0.06396703490896982,1
132,11,705744,9802662,-100000000000000.0,Baetidae,0.0,1.0,705744,9802662,-100000000000000.0,2,0.0,1
144,12,687108,9857931,-100000000000000.0,Baetidae,0.03370358830431664,1.0,687108,9857931,-100000000000000.0,17,0.03370358830431664,1
156,13,660135,9951898,-100000000000000.0,Baetidae,0.039952418505584765,1.0,660135,9951898,-100000000000000.0,1,0.039952418505584765,1
168,14,638001,9827048,-100000000000000.0,Baetidae,0.11266413305009138,1.0,638001,9827048,-100000000000000.0,1,0.11266413305009138,1
180,15,675727,9859882,-100000000000000.0,Baetidae,0.036751150447814046,1.0,675727,9859882,-100000000000000.0,1,0.036751150447814046,1
192,16,671143,9840716,-100000000000000.0,Baetidae,0.04408674409134622,1.0,671143,9840716,-100000000000000.0,62,0.04408674409134622,1
204,17,688228,9782851,-100000000000000.0,Baetidae,0.13359635071168002,1.0,688228,9782851,-100000000000000.0,16,0.13359635071168002,1
216,18,652784,9903098,-100000000000000.0,Baetidae,0.07313155165452945,1.0,652784,9903098,-100000000000000.0,15,0.07313155165452945,1
227,19,660727,9947422,-100000000000000.0,Baetidae,0.24530856941910453,1.0,660727,9947422,-100000000000000.0,1,0.24530856941910453,1
239,20,703765,9803864,-100000000000000.0,Baetidae,0.025121121025559075,1.0,703765,9803864,-100000000000000.0,2,0.025121121025559075,1
251,21,633405,9898770,-100000000000000.0,Baetidae,0.0878155410957431,1.0,633405,9898770,-100000000000000.0,1,0.0878155410957431,1
263,22,612711,9810720,-100000000000000.0,Baetidae,0.050785220263323744,1.0,612711,9810720,-100000000000000.0,1,0.050785220263323744,1
274,23,630387,9886688,-100000000000000.0,Baetidae,0.048336794701349495,1.0,630387,9886688,-100000000000000.0,43,0.048336794701349495,1
286,24,660135,9951898,-100000000000000.0,Baetidae,0.039952418505584765,1.0,660135,9951898,-100000000000000.0,1,0.039952418505584765,1
298,25,682196,9762955,-100000000000000.0,Baetidae,0.03156467222751373,1.0,682196,9762955,-100000000000000.0,11,0.03156467222751373,1
310,26,585079,9823896,-100000000000000.0,Baetidae,0.04200825554553577,1.0,585079,9823896,-100000000000000.0,10,0.04200825554553577,1
322,27,681018,9957318,-100000000000000.0,Baetidae,0.43428195682893533,1.0,681018,9957318,-100000000000000.0,3,0.43428195682893533,1
334,28,645126,9885371,-100000000000000.0,Baetidae,0.11864116496619494,1.0,645126,9885371,-100000000000000.0,6,0.11864116496619494,1
346,29,641521,9829716,-100000000000000.0,Baetidae,0.07163695319635223,1.0,641521,9829716,-100000000000000.0,25,0.07163695319635223,1
358,30,646789,9911341,-100000000000000.0,Baetidae,0.08127945950835853,1.0,646789,9911341,-100000000000000.0,10,0.08127945950835853,1
370,31,638001,9827048,-100000000000000.0,Baetidae,0.11266413305009138,1.0,638001,9827048,-100000000000000.0,1,0.11266413305009138,1
382,32,630387,9886688,-100000000000000.0,Baetidae,0.048336794701349495,1.0,630387,9886688,-100000000000000.0,43,0.048336794701349495,1
394,33,675727,9859882,-100000000000000.0,Baetidae,0.036751150447814046,1.0,675727,9859882,-100000000000000.0,1,0.036751150447814046,1
406,34,673369,9944638,-100000000000000.0,Baetidae,0.15502404119158572,1.0,673369,9944638,-100000000000000.0,2,0.15502404119158572,1
418,35,649233,9901117,-100000000000000.0,Baetidae,0.07532824221761479,1.0,649233,9901117,-100000000000000.0,2,0.07532824221761479,1
429,36,639402,9898006,-100000000000000.0,Baetidae,0.17423136593368382,1.0,639402,9898006,-100000000000000.0,14,0.17423136593368382,1
441,37,645126,9885371,-100000000000000.0,Baetidae,0.11864116496619494,1.0,645126,9885371,-100000000000000.0,6,0.11864116496619494,1
453,38,714146,9759451,-100000000000000.0,Baetidae,0.9230022723169763,1.0,714146,9759451,-100000000000000.0,12,0.9230022723169763,1
465,39,660727,9947422,-100000000000000.0,Baetidae,0.24530856941910453,1.0,660727,9947422,-100000000000000.0,1,0.24530856941910453,1
477,40,656469,9907062,-100000000000000.0,Baetidae,0.07204754427832481,1.0,656469,9907062,-100000000000000.0,2,0.07204754427832481,1
488,41,641692,9902226,-100000000000000.0,Baetidae,0.10373630563651905,1.0,641692,9902226,-100000000000000.0,8,0.10373630563651905,1
500,42,660135,9951898,-100000000000000.0,Baetidae,0.039952418505584765,1.0,660135,9951898,-100000000000000.0,1,0.039952418505584765,1
512,43,679784,9868025,-100000000000000.0,Baetidae,0.053377475162005444,1.0,679784,9868025,-100000000000000.0,3,0.053377475162005444,1
524,44,639402,9898006,-100000000000000.0,Baetidae,0.17423136593368382,1.0,639402,9898006,-100000000000000.0,14,0.17423136593368382,1
536,45,703346,9804948,-100000000000000.0,Baetidae,0.06378406819345653,1.0,703346,9804948,-100000000000000.0,3,0.06378406819345653,1
548,46,694230,9819688,-100000000000000.0,Baetidae,0.15681510878662272,1.0,694230,9819688,-100000000000000.0,3,0.15681510878662272,1
560,47,703765,9803864,-100000000000000.0,Baetidae,0.025121121025559075,1.0,703765,9803864,-100000000000000.0,2,0.025121121025559075,1
